Region,ResturantName,Cuisine,Reviews,Stars,Excellent,VeryGood,Poor,Average,Terrible,FoodRating,ServiceRating,ValueRating,Branch
Riyadh,Swiss Butter,French,2,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,2,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,2,,,,,,,0,0,0,
Riyadh,9th Street Coffee Roasters,Arabic,2,,,,,,,0,0,0,
Riyadh,Kayal Alshbab Cafe,Cafe,2,,,,,,,0,0,0,
Riyadh,Mitts and Trays,Italian,2,,,,,,,0,0,0,
Riyadh,Gunbun,International,2,,,,,,,0,0,0,
Riyadh,Nesve Cafe,American,2,,,,,,,0,0,0,
Riyadh,The Spot ,Fusion,2,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,1,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,1,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,1,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,1,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,1,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,1,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,1,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,1,,,,,,,0,0,0,
Riyadh,Tiny Bird Cafe,Cafe,1,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Babylon Shawarma & Grill,Turkish,0,,,,,,,0,0,0,
Riyadh,Topkapi,Barbecue,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,Pizza,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,Pizza,0,,,,,,,0,0,0,
Riyadh,Mitts & Trays,Italian,0,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Perimeter,Italian,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,Pizza,0,,,,,,,0,0,0,
Riyadh,La Pugutina,Italian,0,,,,,,,0,0,0,
Riyadh,FireGrill,Mexican,0,,,,,,,0,0,0,
Riyadh,Fairouz Garden,Lebanese,0,,,,,,,0,0,0,
Riyadh,Cafe Al Assil,Cafe,0,,,,,,,0,0,0,
Riyadh,Del Mar,Seafood,0,,,,,,,0,0,0,
Riyadh,Abyan ,Italian,0,,,,,,,0,0,0,
Riyadh,b1 Grilled Burger,American,0,,,,,,,0,0,0,
Riyadh,Biscretta Lounge,Pizza,0,,,,,,,0,0,0,
Riyadh,Chiliâ€™s,American,0,,,,,,,0,0,0,
Riyadh,Ziafa Karak ,Asian,0,,,,,,,0,0,0,
Riyadh,Buttermilk,American,0,,,,,,,0,0,0,
Riyadh,Ø´Ø±ÙƒØ© ÙØ·ÙˆØ± ÙØ§Ø±Ø³,French,0,,,,,,,0,0,0,
Riyadh,Mustard Burger Joint ,Fast Food,0,,,,,,,0,0,0, Al Hamra
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Turnstone Pizza,American,0,,,,,,,0,0,0,
Riyadh,Shawarma Lagaleeg,Lebanese,0,,,,,,,0,0,0,
Riyadh,FireGrill,Mexican,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, King Abdullah Park
Riyadh,FireGrill,Mexican,0,,,,,,,0,0,0,
Riyadh,Ristretto ,Cafe,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Hayat Mall
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Yarmuk
Riyadh,Atlantis Cafe,Cafe,0,,,,,,,0,0,0,
Riyadh,FireGrill,Mexican,0,,,,,,,0,0,0,
Riyadh,Yep Burger,American,0,,,,,,,0,0,0,
Riyadh,Bombay ,Chinese,0,,,,,,,0,0,0,
Riyadh,Paul Bakery & ,French,0,,,,,,,0,0,0,
Riyadh,Strit Birajr,Fast Food,0,,,,,,,0,0,0,
Riyadh,Ù…Ø·Ø¹Ù… Ø¨ÙŠØª Ø³ØªÙŠ,Barbecue,0,,,,,,,0,0,0,
Riyadh,Etna Artisan Gelato,Italian,0,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,Pizza,0,,,,,,,0,0,0,
Riyadh,EjE Cafe,Cafe,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Al Murabba
Riyadh,DH Lounge Riyadh,International,0,,,,,,,0,0,0,
Riyadh,Century Burger,American,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Ishbilia Compound
Riyadh,Century Burger,Fast Food,0,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Jars,Healthy,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Dunkin' Donuts,American,0,,,,,,,0,0,0,
Riyadh,Diwanj,Central Asian,0,,,,,,,0,0,0,
Riyadh,DH Lounge,International,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Hamra Mall
Riyadh,Dawzan CafÃ©,Cafe,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,Pizza,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,Pizza,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,Pizza,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,Pizza,0,,,,,,,0,0,0,
Riyadh,Greens ,Fusion,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,Pizza,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,Pizza,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,Pizza,0,,,,,,,0,0,0,
Riyadh,Eat ha,Cafe,0,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Riyadh Gallery Mall
Riyadh,Delicious Corner s Mataeim Rukn Alrahib,Lebanese,0,,,,,,,0,0,0,
Riyadh,Tomahawk,American,0,,,,,,,0,0,0,
Riyadh,Shrimp Shack munsiyah,Seafood,0,,,,,,,0,0,0,
Riyadh,Yerivian,Italian,0,,,,,,,0,0,0,
Riyadh,Bunz & Pattiez,American,0,,,,,,,0,0,0,
Riyadh,Slow BBq,American,0,,,,,,,0,0,0,
Riyadh,Beefbar Riyadh,Steakhouse,0,,,,,,,0,0,0,
Riyadh,Byo ,Japanese,0,,,,,,,0,0,0,
Riyadh,La Noche,Italian,0,,,,,,,0,0,0,
Riyadh,Masafh,Italian,0,,,,,,,0,0,0,
Riyadh,Mesquite,American,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Sahaba Rd
Riyadh,Mataeim  Awraq Altuwt Lilbufihat Walhafalat Alkharijia,Seafood,0,,,,,,,0,0,0,
Riyadh,Fork & Pipe,International,0,,,,,,,0,0,0,
Riyadh,Raam ,Lebanese,0,,,,,,,0,0,0,
Riyadh,Paul,French,0,,,,,,,0,0,0,
Riyadh,Bal'harm,Italian,0,,,,,,,0,0,0,
Riyadh,Al Baik ,Lebanese,0,,,,,,,0,0,0,
Riyadh,Al Dana ,Italian,0,,,,,,,0,0,0,
Riyadh,Knowledge Cafe,Cafe,0,,,,,,,0,0,0,
Riyadh,Shawarmer,Arabic,0,,,,,,,0,0,0,
Riyadh,Fish Face,Japanese,0,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Terminal Transit Burger,American,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Almakan Mall
Riyadh,LOlivo,Italian,0,,,,,,,0,0,0,
Riyadh,Al Liwan ,Fast Food,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Enoc Abha
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Dareen Center
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Exit 8 Dammam Rd
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Badia
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Al Jamiah St
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burgy,Fast Food,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Bonito,Cafe,0,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Turnstone Pizza,American,0,,,,,,,0,0,0,
Riyadh,PAUL Bakery & ,French,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,Pizza,0,,,,,,,0,0,0,
Riyadh,Ennabi Grill,Barbecue,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Azizia
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Shifa
Riyadh,Sors Cafe,Cafe,0,,,,,,,0,0,0,
Riyadh,Shawarma Guysâ€Ž,Turkish,0,,,,,,,0,0,0,
Riyadh,Amsterdamer Friet,Fast Food,0,,,,,,,0,0,0,
Riyadh,Seventies Cafe,Cafe,0,,,,,,,0,0,0,
Riyadh,Golden Caviar,Fast Food,0,,,,,,,0,0,0,
Riyadh,Grandma's,Deli,0,,,,,,,0,0,0,
Riyadh,Masami Sushi,Japanese,0,,,,,,,0,0,0,
Riyadh,Absolute Fries,American,0,,,,,,,0,0,0,
Riyadh,Tomahawk,American,0,,,,,,,0,0,0,
Riyadh,Nurr Rest,Eastern European,0,,,,,,,0,0,0,
Riyadh,Plumeria Terrace,International,0,,,,,,,0,0,0,
Riyadh,EntrecÃ´te CafÃ© De Paris,Steakhouse,0,,,,,,,0,0,0,
Riyadh,Larder & Lounge,International,0,,,,,,,0,0,0,
Riyadh,The Bridge,International,0,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Mbco,Canadian,0,,,,,,,0,0,0,
Riyadh,Mandi Baladi,Healthy,0,,,,,,,0,0,0,
Riyadh,Al Naqaa,Lebanese,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Al Salam Park
Riyadh,FireGrill,Mexican,0,,,,,,,0,0,0,
Riyadh,10:10 Lounge,Street Food,0,,,,,,,0,0,0,
Riyadh,Seoul Food,Asian,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Sasco 154
Riyadh,Gontran Cherrier,French,0,,,,,,,0,0,0,
Riyadh,Katti Eatery,International,0,,,,,,,0,0,0,
Riyadh,Shaken,American,0,,,,,,,0,0,0,
Riyadh,Burgeration,South American,0,,,,,,,0,0,0,
Riyadh,Lune,Seafood,0,,,,,,,0,0,0,
Riyadh,Osama yaseen,Japanese,0,,,,,,,0,0,0,
Riyadh,Hanamy lounge,Japanese,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Bilda
Riyadh,Michel Angelo,Italian,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Riyadh Park Mall
Riyadh,Chicken Choice,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,Fast Food,0,,,,,,,0,0,0,
Riyadh,Lewis & Carroll,Cafe,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,American,0,,,,,,,0,0,0,
Riyadh,Burj Al Hamam Bistro ,Lebanese,0,,,,,,,0,0,0, Dhabab Branch
Riyadh,Burj Al Hamam Bistro ,Lebanese,0,,,,,,,0,0,0, Yasmin Branch
Riyadh,Burj Al Hamam Bistro ,Lebanese,0,,,,,,,0,0,0, Hittin Branch
Riyadh,Burj Al Hamam Bistro ,Lebanese,0,,,,,,,0,0,0, Orouba Branch
Riyadh,Grape Mezze Lounge,Arabic,0,,,,,,,0,0,0,
Riyadh,Grill it,Fast Food,0,,,,,,,0,0,0,
Riyadh,Mareez Express,Fast Food,0,,,,,,,0,0,0,
Riyadh,Al,Grill,0,,,,,,,0,0,0,Nubala 
Riyadh,Lebanon Garden,Lebanese,0,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Heididorf Caffee,Swiss,0,,,,,,,0,0,0,
Riyadh,Health Zone,Diner,0,,,,,,,0,0,0,
Riyadh,31,Arabic,0,,,,,,,0,0,0,Dec
Riyadh,Gourmet Cafe,Arabic,0,,,,,,,0,0,0,
Riyadh,Lunchbox  Rawdah,Chinese,0,,,,,,,0,0,0,
Riyadh,Ennabi Grill,Barbecue,0,,,,,,,0,0,0,
Riyadh,c.taste ,International,0,,,,,,,0,0,0, Centro Olaya
Riyadh,Hamburgini,American,0,,,,,,,0,0,0,
Riyadh,Kimono,Japanese,0,,,,,,,0,0,0,
Riyadh,Kimono,Japanese,0,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Al Nakheel Boulevard,Middle Eastern,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Maqlubat Altayibin,Arabic,0,,,,,,,0,0,0,
Riyadh,Shawirma Lighaligh,Lebanese,0,,,,,,,0,0,0,
Riyadh,Tortilla Riyadh Park,Mexican,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,American,0,,,,,,,0,0,0,
Riyadh,Pizza Hut,American,0,,,,,,,0,0,0,
Riyadh,Maqlubat Altayibin,Central Asian,0,,,,,,,0,0,0,
Riyadh,Crepe House,Arabic,0,,,,,,,0,0,0,
Riyadh,The Lounge,International,0,,,,,,,0,0,0,
Riyadh,Elemental,International,0,,,,,,,0,0,0,
Riyadh,Night Burger,American,0,,,,,,,0,0,0,
Riyadh,Paul Bakery & ,French,0,,,,,,,0,0,0,
Riyadh,Golden Cup,Cafe,0,,,,,,,0,0,0,
Riyadh,Turnstone Pizza ,American,0,,,,,,,0,0,0, Bustan
Riyadh,The Terrace,International,0,,,,,,,0,0,0,
Riyadh,Al Diriyah  And Lounge,International,0,,,,,,,0,0,0,
Riyadh,Vapiano Riad,Arabic,0,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Loris KSA,Lebanese,0,,,,,,,0,0,0,
Riyadh,May Snack,French,0,,,,,,,0,0,0,
Riyadh,Turnstone Pizza ,American,0,,,,,,,0,0,0, Exit 7
Riyadh,Turnstone Pizza ,American,0,,,,,,,0,0,0, Granada
Riyadh,FireGrill,Mexican,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Najmuddin
Riyadh,Quarantotto 48 Pizzeria,Italian,0,,,,,,,0,0,0,
Riyadh,Dairy Queen,American,0,,,,,,,0,0,0,
Riyadh,Le Petit Chef,French,0,,,,,,,0,0,0,
Riyadh,Selfmade,Italian,0,,,,,,,0,0,0,
Riyadh,Sociale CafeÌ,International,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Triple S,American,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Sasco Halban
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Dairy Queen ,American,0,,,,,,,0,0,0, Jana
Riyadh,Dairy Queen ,American,0,,,,,,,0,0,0, Rama Mall
Riyadh,Dairy Queen ,American,0,,,,,,,0,0,0, Tamimi Markets Malqa
Riyadh,Dairy Queen ,American,0,,,,,,,0,0,0, Granada Mall
Riyadh,Dairy Queen ,American,0,,,,,,,0,0,0, Al Jazeera Ghadir
Riyadh,Dairy Queen ,American,0,,,,,,,0,0,0, Uthman Ibn Affan Rd
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Bedous Lounge,Italian,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Lahamim,American,0,,,,,,,0,0,0,
Riyadh,Go Greek,Greek,0,,,,,,,0,0,0,
Riyadh,EntrecoÌ‚te Petit Louis,French,0,,,,,,,0,0,0,
Riyadh,Sushi Art,Lebanese,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Graffiti Burger,American,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Bin Turkey
Riyadh,Turaib ,Arabic,0,,,,,,,0,0,0,
Riyadh,Koufeiah ,Arabic,0,,,,,,,0,0,0,
Riyadh,Marble,American,0,,,,,,,0,0,0,
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Sulaimaniya 2
Riyadh,Burger King ,American,0,,,,,,,0,0,0, Al Khaleej
Riyadh,Sports Cafe,International,0,,,,,,,0,0,0,
Riyadh,RBG Grill,American,0,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Roka,Asian,0,,,,,,,0,0,0,
Riyadh,FireGrill,Mexican,0,,,,,,,0,0,0,
Riyadh,My Calorie,Healthy,0,,,,,,,0,0,0,
Riyadh,FireGrill,Mexican,0,,,,,,,0,0,0,
Riyadh,Happy Cheese,American,0,,,,,,,0,0,0,
Riyadh,My Makan,Asian,0,,,,,,,0,0,0,
Riyadh,Sports Cafe Bar and ,International,0,,,,,,,0,0,0,
Riyadh,Mughal Bistro Indian ,Chinese,0,,,,,,,0,0,0,
Riyadh,Deep Fries,American,0,,,,,,,0,0,0,
Riyadh,Al Yasmeen ,Italian,0,,,,,,,0,0,0,
Riyadh,Joos,Arabic,0,,,,,,,0,0,0,
Riyadh,Buffalo Wild Wings ,American,0,,,,,,,0,0,0, Sasco Salman
Riyadh,A HumanBEAN.,Arabic,0,,,,,,,0,0,0,
Riyadh,Mitts & Trays,American,0,,,,,,,0,0,0,
Riyadh,Swiss Butter,French,0,,,,,,,0,0,0,
Riyadh,Toplum,Mediterranean,0,,,,,,,0,0,0,
Riyadh,Nikhat Tihamia,Arabic,0,,,,,,,0,0,0,
Riyadh,Buffalo Wild Wings,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Nuri,Lebanese,0,,,,,,,0,0,0,
Riyadh,Burger King,American,0,,,,,,,0,0,0,
Riyadh,Tranquillo Lounge,Cafe,0,,,,,,,0,0,0,
